Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
1921,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1922,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1923,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,N/A,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1924,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1925,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1926,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1927,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1928,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1929,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1930,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1931,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1932,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1933,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1934,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1935,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1936,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1937,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1938,Providence University,4.0,Bachelors,Providence,F,N/A,1,1,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1939,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1940,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1941,Providence University,4.0,Bachelors,Providence,M,N/A,1,N/A,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1942,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1943,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1944,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1945,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1946,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1947,Providence University,4.0,Bachelors,Providence,F,N/A,1,N/A,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1948,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1949,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1950,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1951,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1952,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1953,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1954,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1955,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1956,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1957,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1958,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1959,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1960,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1961,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1962,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1963,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1964,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1965,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1966,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1967,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1968,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1969,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1970,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1971,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1972,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1973,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1974,Providence University,4.0,Bachelors,Providence,F,N/A,1,N/A,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1975,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1976,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1977,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1978,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1979,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1980,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1981,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1982,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1983,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1984,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1985,Providence University,4.0,Bachelors,Providence,M,N/A,1,N/A,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1986,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1987,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1988,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1989,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1990,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1991,Providence University,4.0,Bachelors,Providence,M,N/A,1,N/A,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1992,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1993,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1994,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1995,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1996,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1997,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1998,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
1999,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2000,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2001,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2002,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2003,Providence University,4.0,Bachelors,Providence,N/A,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2004,Providence University,4.0,Bachelors,Providence,F,N/A,1,1,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2005,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2006,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2007,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2008,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2009,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2010,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2011,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2012,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2013,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2014,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2015,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2016,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2017,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2018,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2019,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2020,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2021,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2022,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,1,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2023,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2024,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2025,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2026,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2027,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2028,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2029,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2030,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2031,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2032,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2033,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2034,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2035,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2036,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2037,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2038,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2039,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2040,Providence University,4.0,Bachelors,Providence,F,N/A,1,N/A,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2041,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2042,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2043,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2044,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2045,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2046,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2047,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2048,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2049,Providence University,4.0,Bachelors,Providence,F,N/A,1,1,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2050,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2051,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2052,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2053,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2054,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2055,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2056,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2057,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2058,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2059,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2060,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2061,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2062,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2063,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2064,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2065,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2066,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2067,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2068,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2069,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2070,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2071,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2072,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2073,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2074,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2075,Providence University,4.0,Bachelors,Providence,M,N/A,0,1,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2076,Providence University,4.0,Bachelors,Providence,M,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2077,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2078,Providence University,4.0,Bachelors,Providence,N/A,N/A,0,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2079,Providence University,4.0,Bachelors,Providence,M,N/A,0,1,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2080,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2081,Providence University,4.0,Bachelors,Providence,F,N/A,0,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2082,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,1,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2083,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2084,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2085,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2086,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2087,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2088,Providence University,4.0,Bachelors,Providence,M,N/A,1,1,3,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2089,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2090,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2091,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2092,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,2,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2093,Providence University,4.0,Bachelors,Providence,M,N/A,1,N/A,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2094,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2095,Providence University,4.0,Bachelors,Providence,N/A,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2096,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2097,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,1,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2098,Providence University,4.0,Bachelors,Providence,M,N/A,1,0,0,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
2099,Providence University,4.0,Bachelors,Providence,F,N/A,1,0,4,Junior SWE,01/18,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.5
